Line length (in characters),Line length (in words),Line ID,Line,Document ID,Document
106,20,66,"Compliance with Atlanta Code of Ordinances, Article II, Section 74-35, Erosion and Sedimentation Control.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,1,67,(2),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
174,26,68,"Fundamental building systems commissioning: Verify and ensure that fundamental building elements and systems are designed, installed, and calibrated to operate as projected.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,1,69,(3),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
249,40,70,"Minimum energy performance: Establish minimum energy performance for buildings and respective systems of buildings. Energy and water efficiency of those buildings and respective systems is to be measured, managed, and optimized on an ongoing basis.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,71,(4),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
59,10,72,CFC Reduction in HVAC&R equipment: Reduce ozone depletion.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,73,(5),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
107,15,74,Recycling: Implement a comprehensive recycling program that reduces waste generated by building occupants.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,75,(6),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
155,26,76,Minimum indoor air quality: Establish minimum indoor air quality (IAQ) performance to prevent the development of indoor air quality problems in buildings.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,77,(7),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
102,18,78,Environmental tobacco smoke (ETS) control: Prevent exposure of building occupants and systems to ETS.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,79,(8),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
143,20,80,Education: Educate appropriate city personnel responsible for operations and maintenance of those systems throughout the building's lifecycle.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
86,27,81,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 9, 7-26-17 )",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
72,15,82,Sec. 75-27. - Use of non-compostable single-use serviceware prohibited.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,83,(a),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
239,40,84,"No commercial operation located in a public building or public facility owned or operated by the City of Atlanta, pursuant to a lease or contractual agreement, shall make available to the public any non-compostable single use serviceware.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,85,(b),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
133,23,86,"For purposes of this section, non-compostable single-use serviceware shall mean plastic bags, plastic straws, and polystyrene items.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,3,87,(c),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
314,50,88,Disposable flexible plastic drinking straws shall be exempt from the prohibition contained in this section and shall be made available in addition to compostable straws for use by persons for whom they are needed due to medical or physical conditions and for whom flexible compostable paper straws are unsuitable.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,1,89,(d),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
344,49,90,The director of sustainability and resilience or their designee shall have the authority to promulgate administrative regulations to effectuate this section. Such administrative regulations shall include specific descriptions of the non-compostable single-use plastic service ware which are the subject of the prohibition contained in section.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
4,2,91,(e),3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
258,42,92,Nothing in this section shall be construed to apply prohibitions contained herein to the holders of licenses or permits issued by the City of Atlanta pursuant to its interest in regulating certain activities through the lawful exercise of its police powers.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
92,22,93,"( Ord. No. 2019-65(19-O-1418) , § 3, 12-10-19; Ord. No. 2022-46(22-O-1872) , § 8, 12-13-22)",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
31,7,94,Secs. 75-28—75-50. - Reserved.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
