Word,NER,Sentence ID,Sentence,Document ID,Document
Ord,MISC,48,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 6, 7-26-17 ) Sec. 75-23. - Request for proposal.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
No,MISC,48,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 6, 7-26-17 ) Sec. 75-23. - Request for proposal.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Ord,MISC,50,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03) Sec. 75-24. - Implementation.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
CIP,MISC,51,"(a) The sustainable development design standards shall be forwarded to the department of planning and community development for review consistent with the above referenced policy objectives, and incorporated in the CDP and CIP process.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Ord,MISC,54,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 ) Sec. 75-25. - Exemptions.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
No,MISC,54,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 ) Sec. 75-25. - Exemptions.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
-,MISC,54,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 ) Sec. 75-25. - Exemptions.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Ord,MISC,54,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 ) Sec. 75-25. - Exemptions.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
No,MISC,54,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 ) Sec. 75-25. - Exemptions.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Ord,MISC,54,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 ) Sec. 75-25. - Exemptions.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
No,MISC,54,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 ) Sec. 75-25. - Exemptions.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
City of,ORG,57,These projects shall implement City of Atlanta Sustainable Development Design Guidelines and strategies to the maximum extent practicable.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Atlanta,LOC,57,These projects shall implement City of Atlanta Sustainable Development Design Guidelines and strategies to the maximum extent practicable.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Development Design Guide,MISC,57,These projects shall implement City of Atlanta Sustainable Development Design Guidelines and strategies to the maximum extent practicable.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
City of Atlanta Sustainable Development Design Guidelines,MISC,58,"Even though projects may become exempt from the city's required sustainable development design guidelines, project managers and design teams are encouraged to apply the relevant portions of City of Atlanta Sustainable Development Design Guidelines and to develop goals that increase the environmental, social, and economic benefits of the project.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
City,MISC,59,"In addition, all exempted projects shall comply with benchmarking requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Land Development Code,MISC,59,"In addition, all exempted projects shall comply with benchmarking requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
City of Atlanta,LOC,59,"In addition, all exempted projects shall comply with benchmarking requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Code of Ordinances,MISC,59,"In addition, all exempted projects shall comply with benchmarking requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Ord,MISC,60,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 8, 7-26-17 ) Sec. 75-26. - Facility design prerequisites.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
No,MISC,60,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 8, 7-26-17 ) Sec. 75-26. - Facility design prerequisites.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
-,MISC,60,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 8, 7-26-17 ) Sec. 75-26. - Facility design prerequisites.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Ord,MISC,60,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 8, 7-26-17 ) Sec. 75-26. - Facility design prerequisites.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
No,MISC,60,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 8, 7-26-17 ) Sec. 75-26. - Facility design prerequisites.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
USGBC,ORG,61,"All city departments and offices and their contractors responsible for financing, planning, designing, developing, constructing and managing city funded projects shall include the following prerequisites when designing a facility (as consistent with the USGBC LEED TM Rating Standards): (1) Compliance with Atlanta Code of Ordinances, Article II, Section 74-35, Erosion and Sedimentation Control.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
LEED TM,MISC,61,"All city departments and offices and their contractors responsible for financing, planning, designing, developing, constructing and managing city funded projects shall include the following prerequisites when designing a facility (as consistent with the USGBC LEED TM Rating Standards): (1) Compliance with Atlanta Code of Ordinances, Article II, Section 74-35, Erosion and Sedimentation Control.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Standard,MISC,61,"All city departments and offices and their contractors responsible for financing, planning, designing, developing, constructing and managing city funded projects shall include the following prerequisites when designing a facility (as consistent with the USGBC LEED TM Rating Standards): (1) Compliance with Atlanta Code of Ordinances, Article II, Section 74-35, Erosion and Sedimentation Control.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Atlanta Code of Ordinances,MISC,61,"All city departments and offices and their contractors responsible for financing, planning, designing, developing, constructing and managing city funded projects shall include the following prerequisites when designing a facility (as consistent with the USGBC LEED TM Rating Standards): (1) Compliance with Atlanta Code of Ordinances, Article II, Section 74-35, Erosion and Sedimentation Control.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Ord,MISC,70,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 9, 7-26-17 ) Sec. 75-27. -",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
No,MISC,70,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 9, 7-26-17 ) Sec. 75-27. -",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Ord,MISC,70,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 9, 7-26-17 ) Sec. 75-27. -",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
No,MISC,70,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 9, 7-26-17 ) Sec. 75-27. -",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
City of Atlanta,LOC,72,"(a) No commercial operation located in a public building or public facility owned or operated by the City of Atlanta, pursuant to a lease or contractual agreement, shall make available to the public any non-compostable single use serviceware.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
City of Atlanta,LOC,79,(e) Nothing in this section shall be construed to apply prohibitions contained herein to the holders of licenses or permits issued by the City of Atlanta pursuant to its interest in regulating certain activities through the lawful exercise of its police powers.,3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
