Column header,Document ID,Document,Count,Mean,Mode,Median,Standard deviation,Minimum,Maximum,Skewness,Kurtosis,25% quantile,50% quantile,75% quantile
Number of Sentences in Document,505,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-311.5-Placards..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,506,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-315.3.2.1-Storage_Under_Stairways..txt"")",5,5.0,5,5.0,,5,5,,,5.0,5.0,5.0
Number of Sentences in Document,507,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-316.6.1-Structures..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,508,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-319—323.-Reserved..txt"")",1,1.0,1,1.0,,1,1,,,1.0,1.0,1.0
Number of Sentences in Document,509,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3201.2-Permits..txt"")",5,5.0,5,5.0,,5,5,,,5.0,5.0,5.0
Number of Sentences in Document,510,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3206.7.1-Types_of_Vents..txt"")",11,11.0,11,11.0,,11,11,,,11.0,11.0,11.0
Number of Sentences in Document,511,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3208.2.2-Racks_with_Solid_Shelving..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,512,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324-PARADE_FLOATS.txt"")",1,1.0,1,1.0,,1,1,,,1.0,1.0,1.0
Number of Sentences in Document,513,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324.1-Permit..txt"")",2,2.0,2,2.0,,2,2,,,2.0,2.0,2.0
Number of Sentences in Document,514,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324.2-Decorative_Material..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,515,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324.3-Fire_Protection..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,516,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325-CLEARANCE_OF_BRUSH_AND_VEGETATIVE_GROWTH.txt"")",1,1.0,1,1.0,,1,1,,,1.0,1.0,1.0
Number of Sentences in Document,517,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1-Electrical_transmission_lines..txt"")",1,1.0,1,1.0,,1,1,,,1.0,1.0,1.0
Number of Sentences in Document,518,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1.1-Support_clearance..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,519,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1.2-Line_clearance..txt"")",6,6.0,6,6.0,,6,6,,,6.0,6.0,6.0
Number of Sentences in Document,520,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1.3-Self-supporting_aerial_cable..txt"")",5,5.0,5,5.0,,5,5,,,5.0,5.0,5.0
Number of Sentences in Document,521,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.10-Roadway_clearance..txt"")",7,7.0,7,7.0,,7,7,,,7.0,7.0,7.0
Number of Sentences in Document,522,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.2-Structures..txt"")",1,1.0,1,1.0,,1,1,,,1.0,1.0,1.0
Number of Sentences in Document,523,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.2.1-Clearances..txt"")",13,13.0,13,13.0,,13,13,,,13.0,13.0,13.0
Number of Sentences in Document,524,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.2.2-Extra_hazard..txt"")",5,5.0,5,5.0,,5,5,,,5.0,5.0,5.0
Number of Sentences in Document,525,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3-Notice_to_correct..txt"")",1,1.0,1,1.0,,1,1,,,1.0,1.0,1.0
Number of Sentences in Document,526,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.1-Contents_of_notice..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,527,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.2-Compliance_with_findings..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,528,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.3-Correction_by_fire_code_official_or_commissioner..txt"")",6,6.0,6,6.0,,6,6,,,6.0,6.0,6.0
Number of Sentences in Document,529,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.4-Notice_of_failure_to_correct..txt"")",6,6.0,6,6.0,,6,6,,,6.0,6.0,6.0
Number of Sentences in Document,530,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.5-Mailing_notice..txt"")",10,10.0,10,10.0,,10,10,,,10.0,10.0,10.0
Number of Sentences in Document,531,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.6-Posting_of_notice..txt"")",5,5.0,5,5.0,,5,5,,,5.0,5.0,5.0
Number of Sentences in Document,532,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.7-Publication_of_notice..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,533,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4-Hearing_of_protests..txt"")",1,1.0,1,1.0,,1,1,,,1.0,1.0,1.0
Number of Sentences in Document,534,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4.1-Appointment_of_referee..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,535,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4.2-Hearing_objections..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,536,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4.3-Report_of_referee..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,537,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4.4-Decision_by_board..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,538,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4.5-Order_for_abatement..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,539,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.5-Right_of_entry_upon_private_property..txt"")",5,5.0,5,5.0,,5,5,,,5.0,5.0,5.0
Number of Sentences in Document,540,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.6-Removal_before_arrival_of_fire_code_official_or_commissioner..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,541,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7-Record_and_report_of_cost..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,542,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.1-Posting_copy_of_report..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,543,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.2-Hearing_on_report..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,544,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.3-Report_of_referee..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,545,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.4-Modification_and_confirmation_of_the_report..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,546,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.5-Costs_of_removal..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,547,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.6-Collection_of_expenses..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,548,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.8-Joint_proceedings..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,549,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.9-Prosecution..txt"")",8,8.0,8,8.0,,8,8,,,8.0,8.0,8.0
Number of Sentences in Document,550,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326-ACTIVITIES_IN_HAZARDOUS_FIRE_AREAS.txt"")",1,1.0,1,1.0,,1,1,,,1.0,1.0,1.0
Number of Sentences in Document,551,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.1-Intent..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,552,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.10-Restricted_Entry_on_Closed_Lands..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,553,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.11-Posting_of_Lands_Closed_to_Entry..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,554,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.12-Spark_Arresters_Required..txt"")",1,1.0,1,1.0,,1,1,,,1.0,1.0,1.0
Number of Sentences in Document,555,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.12.1-Equipment..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,556,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.12.2-Chimneys..txt"")",2,2.0,2,2.0,,2,2,,,2.0,2.0,2.0
Number of Sentences in Document,557,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.13-Open_Flame_Device..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,558,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.14-Roadway_Clearance..txt"")",5,5.0,5,5.0,,5,5,,,5.0,5.0,5.0
Number of Sentences in Document,559,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.15-Illegal_Dumping..txt"")",6,6.0,6,6.0,,6,6,,,6.0,6.0,6.0
Number of Sentences in Document,560,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.16-Disposal_of_Ashes..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,561,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.17-Fire_Roads_and_Firebreaks..txt"")",5,5.0,5,5.0,,5,5,,,5.0,5.0,5.0
Number of Sentences in Document,562,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.18-Use_of_Motorcycle,_Motor_Scooter,_and_Motor_Vehicles..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,563,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.19-Hazardous_Warning_Lights..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,564,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.2-Permit_Required..txt"")",5,5.0,5,5.0,,5,5,,,5.0,5.0,5.0
Number of Sentences in Document,565,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.3-Permit_Request..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,566,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.4-Fire_Protection_Survey..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,567,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.5-Notification..txt"")",2,2.0,2,2.0,,2,2,,,2.0,2.0,2.0
Number of Sentences in Document,568,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.6-Permit_Stipulations..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,569,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.7-Fire_Protection_Facilities_Required..txt"")",13,13.0,13,13.0,,13,13,,,13.0,13.0,13.0
Number of Sentences in Document,570,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.8-Restricted_Entry_on_National_Forest_Land..txt"")",5,5.0,5,5.0,,5,5,,,5.0,5.0,5.0
Number of Sentences in Document,571,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.9-Closure_of_Public_or_Private_Lands..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,572,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327-ADMINISTRATIVE_FINES.txt"")",1,1.0,1,1.0,,1,1,,,1.0,1.0,1.0
Number of Sentences in Document,573,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.1-Administrative_fine—imposition..txt"")",6,6.0,6,6.0,,6,6,,,6.0,6.0,6.0
Number of Sentences in Document,574,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.2-Administrative_fine—enforcement..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,575,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.3-Declared_parcel..txt"")",5,5.0,5,5.0,,5,5,,,5.0,5.0,5.0
Number of Sentences in Document,576,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.3.1-Declared_parcel_inspection—notice_of_violations..txt"")",8,8.0,8,8.0,,8,8,,,8.0,8.0,8.0
Number of Sentences in Document,577,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.4-Undeclared_parcel..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,578,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.4.1-Undeclared_parcel_inspection—notice_of_violations..txt"")",10,10.0,10,10.0,,10,10,,,10.0,10.0,10.0
Number of Sentences in Document,579,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.5-Administrative_fine—amount..txt"")",8,8.0,8,8.0,,8,8,,,8.0,8.0,8.0
Number of Sentences in Document,580,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.6-Administrative_fine—collection..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,581,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.7-Administrative_fine—administrative_review_and_appeal..txt"")",9,9.0,9,9.0,,9,9,,,9.0,9.0,9.0
Number of Sentences in Document,582,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.8-Creation_of_lien_for_unpaid_administrative_fines..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,583,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328-LAND_DEVELOPMENT_AND_ENVIRONMENTAL_REVIEW_FEES.txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,584,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.1-Tentative_tract_map_initial_review..txt"")",15,15.0,15,15.0,,15,15,,,15.0,15.0,15.0
Number of Sentences in Document,585,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.10-Land_development_plan_reviews_located_within_fire_hazard_severity_zones..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,586,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.11-Annual_review_of_fees..txt"")",5,5.0,5,5.0,,5,5,,,5.0,5.0,5.0
Number of Sentences in Document,587,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.2-Revised_tentative_tract_map_filing_fees..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,588,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.2.1.txt"")",2,2.0,2,2.0,,2,2,,,2.0,2.0,2.0
Number of Sentences in Document,589,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.2.2.txt"")",2,2.0,2,2.0,,2,2,,,2.0,2.0,2.0
Number of Sentences in Document,590,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.3-Final_map_review_analysis_(tract_map)..txt"")",1,1.0,1,1.0,,1,1,,,1.0,1.0,1.0
Number of Sentences in Document,591,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.3.1.txt"")",8,8.0,8,8.0,,8,8,,,8.0,8.0,8.0
Number of Sentences in Document,592,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.3.2.txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,593,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.4-Tentative_parcel_map_initial_review..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,594,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.5-Tentative_parcel_map_revisions..txt"")",7,7.0,7,7.0,,7,7,,,7.0,7.0,7.0
Number of Sentences in Document,595,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.6-Final_map_review_analysis_(parcel_map)..txt"")",1,1.0,1,1.0,,1,1,,,1.0,1.0,1.0
Number of Sentences in Document,596,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.6.1.txt"")",7,7.0,7,7.0,,7,7,,,7.0,7.0,7.0
Number of Sentences in Document,597,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.6.2.txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,598,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.7-Miscellaneous_fees..txt"")",22,22.0,22,22.0,,22,22,,,22.0,22.0,22.0
Number of Sentences in Document,599,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.8-Environmental_document_reviews..txt"")",1,1.0,1,1.0,,1,1,,,1.0,1.0,1.0
Number of Sentences in Document,600,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.8.1.txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,601,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.8.2.txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,602,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.8.3.txt"")",2,2.0,2,2.0,,2,2,,,2.0,2.0,2.0
Number of Sentences in Document,603,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.8.4.txt"")",2,2.0,2,2.0,,2,2,,,2.0,2.0,2.0
Number of Sentences in Document,604,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.8.5.txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Sentences in Document,605,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.8.6.txt"")",2,2.0,2,2.0,,2,2,,,2.0,2.0,2.0
Number of Sentences in Document,606,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.8.7.txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Sentences in Document,607,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.9-Oak_tree_permit_fees..txt"")",23,23.0,23,23.0,,23,23,,,23.0,23.0,23.0
Number of Sentences in Document,608,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3312.2-Fire_Hose..txt"")",5,5.0,5,5.0,,5,5,,,5.0,5.0,5.0
Number of Sentences in Document,609,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3501.3-Restricted_Areas..txt"")",5,5.0,5,5.0,,5,5,,,5.0,5.0,5.0
Number of Sentences in Document,610,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3505.9-Backflash_Prevention..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
