Column header,Document ID,Document,Count,Mean,Mode,Median,Standard deviation,Minimum,Maximum,Skewness,Kurtosis,25% quantile,50% quantile,75% quantile
Number of Words in Document,491,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2810.6-Fire_Department_Access..txt"")",22,22.0,22,22.0,,22,22,,,22.0,22.0,22.0
Number of Words in Document,492,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-301.2-Permits..txt"")",32,32.0,32,32.0,,32,32,,,32.0,32.0,32.0
Number of Words in Document,493,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-304.1.1-Waste_Material..txt"")",65,65.0,65,65.0,,65,65,,,65.0,65.0,65.0
Number of Words in Document,494,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-304.1.2-Vegetation..txt"")",55,55.0,55,55.0,,55,55,,,55.0,55.0,55.0
Number of Words in Document,495,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-304.2.1-Removal..txt"")",62,62.0,62,62.0,,62,62,,,62.0,62.0,62.0
Number of Words in Document,496,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-306.2.1-Fire_Extinguishers..txt"")",40,40.0,40,40.0,,40,40,,,40.0,40.0,40.0
Number of Words in Document,497,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-306.2.2-Smoking..txt"")",35,35.0,35,35.0,,35,35,,,35.0,35.0,35.0
Number of Words in Document,498,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-306.2.3-Projection_Equipment..txt"")",21,21.0,21,21.0,,21,21,,,21.0,21.0,21.0
Number of Words in Document,499,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-307.2.1-Authorization..txt"")",58,58.0,58,58.0,,58,58,,,58.0,58.0,58.0
Number of Words in Document,500,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-307.6-Open_Fires..txt"")",232,232.0,232,232.0,,232,232,,,232.0,232.0,232.0
Number of Words in Document,501,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-307.7-Designated_Open_Fire_Areas..txt"")",106,106.0,106,106.0,,106,106,,,106.0,106.0,106.0
Number of Words in Document,502,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-308.1.4-Deleted..txt"")",6,6.0,6,6.0,,6,6,,,6.0,6.0,6.0
Number of Words in Document,503,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-308.1.6.1.1-Floating_Luminary_Use..txt"")",78,78.0,78,78.0,,78,78,,,78.0,78.0,78.0
Number of Words in Document,504,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3104.21-Combustible_Vegetation..txt"")",110,110.0,110,110.0,,110,110,,,110.0,110.0,110.0
Number of Words in Document,505,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-311.5-Placards..txt"")",47,47.0,47,47.0,,47,47,,,47.0,47.0,47.0
Number of Words in Document,506,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-315.3.2.1-Storage_Under_Stairways..txt"")",41,41.0,41,41.0,,41,41,,,41.0,41.0,41.0
Number of Words in Document,507,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-316.6.1-Structures..txt"")",108,108.0,108,108.0,,108,108,,,108.0,108.0,108.0
Number of Words in Document,508,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-319—323.-Reserved..txt"")",2,2.0,2,2.0,,2,2,,,2.0,2.0,2.0
Number of Words in Document,509,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3201.2-Permits..txt"")",75,75.0,75,75.0,,75,75,,,75.0,75.0,75.0
Number of Words in Document,510,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3206.7.1-Types_of_Vents..txt"")",157,157.0,157,157.0,,157,157,,,157.0,157.0,157.0
Number of Words in Document,511,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3208.2.2-Racks_with_Solid_Shelving..txt"")",78,78.0,78,78.0,,78,78,,,78.0,78.0,78.0
Number of Words in Document,512,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324-PARADE_FLOATS.txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Words in Document,513,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324.1-Permit..txt"")",25,25.0,25,25.0,,25,25,,,25.0,25.0,25.0
Number of Words in Document,514,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324.2-Decorative_Material..txt"")",39,39.0,39,39.0,,39,39,,,39.0,39.0,39.0
Number of Words in Document,515,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324.3-Fire_Protection..txt"")",30,30.0,30,30.0,,30,30,,,30.0,30.0,30.0
Number of Words in Document,516,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325-CLEARANCE_OF_BRUSH_AND_VEGETATIVE_GROWTH.txt"")",7,7.0,7,7.0,,7,7,,,7.0,7.0,7.0
Number of Words in Document,517,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1-Electrical_transmission_lines..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Words in Document,518,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1.1-Support_clearance..txt"")",169,169.0,169,169.0,,169,169,,,169.0,169.0,169.0
Number of Words in Document,519,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1.2-Line_clearance..txt"")",185,185.0,185,185.0,,185,185,,,185.0,185.0,185.0
Number of Words in Document,520,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1.3-Self-supporting_aerial_cable..txt"")",117,117.0,117,117.0,,117,117,,,117.0,117.0,117.0
Number of Words in Document,521,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.10-Roadway_clearance..txt"")",166,166.0,166,166.0,,166,166,,,166.0,166.0,166.0
Number of Words in Document,522,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.2-Structures..txt"")",2,2.0,2,2.0,,2,2,,,2.0,2.0,2.0
Number of Words in Document,523,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.2.1-Clearances..txt"")",462,462.0,462,462.0,,462,462,,,462.0,462.0,462.0
Number of Words in Document,524,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.2.2-Extra_hazard..txt"")",132,132.0,132,132.0,,132,132,,,132.0,132.0,132.0
Number of Words in Document,525,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3-Notice_to_correct..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Words in Document,526,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.1-Contents_of_notice..txt"")",47,47.0,47,47.0,,47,47,,,47.0,47.0,47.0
Number of Words in Document,527,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.2-Compliance_with_findings..txt"")",102,102.0,102,102.0,,102,102,,,102.0,102.0,102.0
Number of Words in Document,528,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.3-Correction_by_fire_code_official_or_commissioner..txt"")",88,88.0,88,88.0,,88,88,,,88.0,88.0,88.0
Number of Words in Document,529,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.4-Notice_of_failure_to_correct..txt"")",138,138.0,138,138.0,,138,138,,,138.0,138.0,138.0
Number of Words in Document,530,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.5-Mailing_notice..txt"")",346,346.0,346,346.0,,346,346,,,346.0,346.0,346.0
Number of Words in Document,531,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.6-Posting_of_notice..txt"")",102,102.0,102,102.0,,102,102,,,102.0,102.0,102.0
Number of Words in Document,532,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.7-Publication_of_notice..txt"")",58,58.0,58,58.0,,58,58,,,58.0,58.0,58.0
Number of Words in Document,533,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4-Hearing_of_protests..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Words in Document,534,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4.1-Appointment_of_referee..txt"")",66,66.0,66,66.0,,66,66,,,66.0,66.0,66.0
Number of Words in Document,535,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4.2-Hearing_objections..txt"")",45,45.0,45,45.0,,45,45,,,45.0,45.0,45.0
Number of Words in Document,536,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4.3-Report_of_referee..txt"")",49,49.0,49,49.0,,49,49,,,49.0,49.0,49.0
Number of Words in Document,537,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4.4-Decision_by_board..txt"")",75,75.0,75,75.0,,75,75,,,75.0,75.0,75.0
Number of Words in Document,538,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.4.5-Order_for_abatement..txt"")",51,51.0,51,51.0,,51,51,,,51.0,51.0,51.0
Number of Words in Document,539,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.5-Right_of_entry_upon_private_property..txt"")",50,50.0,50,50.0,,50,50,,,50.0,50.0,50.0
Number of Words in Document,540,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.6-Removal_before_arrival_of_fire_code_official_or_commissioner..txt"")",44,44.0,44,44.0,,44,44,,,44.0,44.0,44.0
Number of Words in Document,541,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7-Record_and_report_of_cost..txt"")",60,60.0,60,60.0,,60,60,,,60.0,60.0,60.0
Number of Words in Document,542,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.1-Posting_copy_of_report..txt"")",63,63.0,63,63.0,,63,63,,,63.0,63.0,63.0
Number of Words in Document,543,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.2-Hearing_on_report..txt"")",46,46.0,46,46.0,,46,46,,,46.0,46.0,46.0
Number of Words in Document,544,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.3-Report_of_referee..txt"")",44,44.0,44,44.0,,44,44,,,44.0,44.0,44.0
Number of Words in Document,545,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.4-Modification_and_confirmation_of_the_report..txt"")",63,63.0,63,63.0,,63,63,,,63.0,63.0,63.0
Number of Words in Document,546,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.5-Costs_of_removal..txt"")",60,60.0,60,60.0,,60,60,,,60.0,60.0,60.0
Number of Words in Document,547,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.7.6-Collection_of_expenses..txt"")",59,59.0,59,59.0,,59,59,,,59.0,59.0,59.0
Number of Words in Document,548,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.8-Joint_proceedings..txt"")",46,46.0,46,46.0,,46,46,,,46.0,46.0,46.0
Number of Words in Document,549,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.9-Prosecution..txt"")",63,63.0,63,63.0,,63,63,,,63.0,63.0,63.0
Number of Words in Document,550,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326-ACTIVITIES_IN_HAZARDOUS_FIRE_AREAS.txt"")",6,6.0,6,6.0,,6,6,,,6.0,6.0,6.0
Number of Words in Document,551,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.1-Intent..txt"")",106,106.0,106,106.0,,106,106,,,106.0,106.0,106.0
Number of Words in Document,552,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.10-Restricted_Entry_on_Closed_Lands..txt"")",105,105.0,105,105.0,,105,105,,,105.0,105.0,105.0
Number of Words in Document,553,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.11-Posting_of_Lands_Closed_to_Entry..txt"")",25,25.0,25,25.0,,25,25,,,25.0,25.0,25.0
Number of Words in Document,554,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.12-Spark_Arresters_Required..txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Words in Document,555,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.12.1-Equipment..txt"")",146,146.0,146,146.0,,146,146,,,146.0,146.0,146.0
Number of Words in Document,556,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.12.2-Chimneys..txt"")",63,63.0,63,63.0,,63,63,,,63.0,63.0,63.0
Number of Words in Document,557,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.13-Open_Flame_Device..txt"")",94,94.0,94,94.0,,94,94,,,94.0,94.0,94.0
Number of Words in Document,558,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.14-Roadway_Clearance..txt"")",72,72.0,72,72.0,,72,72,,,72.0,72.0,72.0
Number of Words in Document,559,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.15-Illegal_Dumping..txt"")",84,84.0,84,84.0,,84,84,,,84.0,84.0,84.0
Number of Words in Document,560,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.16-Disposal_of_Ashes..txt"")",95,95.0,95,95.0,,95,95,,,95.0,95.0,95.0
Number of Words in Document,561,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.17-Fire_Roads_and_Firebreaks..txt"")",122,122.0,122,122.0,,122,122,,,122.0,122.0,122.0
Number of Words in Document,562,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.18-Use_of_Motorcycle,_Motor_Scooter,_and_Motor_Vehicles..txt"")",67,67.0,67,67.0,,67,67,,,67.0,67.0,67.0
Number of Words in Document,563,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.19-Hazardous_Warning_Lights..txt"")",58,58.0,58,58.0,,58,58,,,58.0,58.0,58.0
Number of Words in Document,564,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.2-Permit_Required..txt"")",73,73.0,73,73.0,,73,73,,,73.0,73.0,73.0
Number of Words in Document,565,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.3-Permit_Request..txt"")",40,40.0,40,40.0,,40,40,,,40.0,40.0,40.0
Number of Words in Document,566,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.4-Fire_Protection_Survey..txt"")",61,61.0,61,61.0,,61,61,,,61.0,61.0,61.0
Number of Words in Document,567,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.5-Notification..txt"")",41,41.0,41,41.0,,41,41,,,41.0,41.0,41.0
Number of Words in Document,568,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.6-Permit_Stipulations..txt"")",55,55.0,55,55.0,,55,55,,,55.0,55.0,55.0
Number of Words in Document,569,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.7-Fire_Protection_Facilities_Required..txt"")",202,202.0,202,202.0,,202,202,,,202.0,202.0,202.0
Number of Words in Document,570,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.8-Restricted_Entry_on_National_Forest_Land..txt"")",57,57.0,57,57.0,,57,57,,,57.0,57.0,57.0
Number of Words in Document,571,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-326.9-Closure_of_Public_or_Private_Lands..txt"")",116,116.0,116,116.0,,116,116,,,116.0,116.0,116.0
Number of Words in Document,572,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327-ADMINISTRATIVE_FINES.txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Words in Document,573,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.1-Administrative_fine—imposition..txt"")",70,70.0,70,70.0,,70,70,,,70.0,70.0,70.0
Number of Words in Document,574,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.2-Administrative_fine—enforcement..txt"")",49,49.0,49,49.0,,49,49,,,49.0,49.0,49.0
Number of Words in Document,575,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.3-Declared_parcel..txt"")",78,78.0,78,78.0,,78,78,,,78.0,78.0,78.0
Number of Words in Document,576,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.3.1-Declared_parcel_inspection—notice_of_violations..txt"")",126,126.0,126,126.0,,126,126,,,126.0,126.0,126.0
Number of Words in Document,577,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.4-Undeclared_parcel..txt"")",28,28.0,28,28.0,,28,28,,,28.0,28.0,28.0
Number of Words in Document,578,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.4.1-Undeclared_parcel_inspection—notice_of_violations..txt"")",181,181.0,181,181.0,,181,181,,,181.0,181.0,181.0
Number of Words in Document,579,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.5-Administrative_fine—amount..txt"")",39,39.0,39,39.0,,39,39,,,39.0,39.0,39.0
Number of Words in Document,580,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.6-Administrative_fine—collection..txt"")",36,36.0,36,36.0,,36,36,,,36.0,36.0,36.0
Number of Words in Document,581,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.7-Administrative_fine—administrative_review_and_appeal..txt"")",152,152.0,152,152.0,,152,152,,,152.0,152.0,152.0
Number of Words in Document,582,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-327.8-Creation_of_lien_for_unpaid_administrative_fines..txt"")",44,44.0,44,44.0,,44,44,,,44.0,44.0,44.0
Number of Words in Document,583,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328-LAND_DEVELOPMENT_AND_ENVIRONMENTAL_REVIEW_FEES.txt"")",101,101.0,101,101.0,,101,101,,,101.0,101.0,101.0
Number of Words in Document,584,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.1-Tentative_tract_map_initial_review..txt"")",130,130.0,130,130.0,,130,130,,,130.0,130.0,130.0
Number of Words in Document,585,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.10-Land_development_plan_reviews_located_within_fire_hazard_severity_zones..txt"")",43,43.0,43,43.0,,43,43,,,43.0,43.0,43.0
Number of Words in Document,586,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.11-Annual_review_of_fees..txt"")",123,123.0,123,123.0,,123,123,,,123.0,123.0,123.0
Number of Words in Document,587,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.2-Revised_tentative_tract_map_filing_fees..txt"")",63,63.0,63,63.0,,63,63,,,63.0,63.0,63.0
Number of Words in Document,588,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.2.1.txt"")",64,64.0,64,64.0,,64,64,,,64.0,64.0,64.0
Number of Words in Document,589,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.2.2.txt"")",35,35.0,35,35.0,,35,35,,,35.0,35.0,35.0
Number of Words in Document,590,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.3-Final_map_review_analysis_(tract_map)..txt"")",7,7.0,7,7.0,,7,7,,,7.0,7.0,7.0
Number of Words in Document,591,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.3.1.txt"")",84,84.0,84,84.0,,84,84,,,84.0,84.0,84.0
Number of Words in Document,592,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.3.2.txt"")",57,57.0,57,57.0,,57,57,,,57.0,57.0,57.0
Number of Words in Document,593,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.4-Tentative_parcel_map_initial_review..txt"")",45,45.0,45,45.0,,45,45,,,45.0,45.0,45.0
Number of Words in Document,594,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.5-Tentative_parcel_map_revisions..txt"")",161,161.0,161,161.0,,161,161,,,161.0,161.0,161.0
Number of Words in Document,595,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.6-Final_map_review_analysis_(parcel_map)..txt"")",7,7.0,7,7.0,,7,7,,,7.0,7.0,7.0
Number of Words in Document,596,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.6.1.txt"")",75,75.0,75,75.0,,75,75,,,75.0,75.0,75.0
Number of Words in Document,597,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-328.6.2.txt"")",57,57.0,57,57.0,,57,57,,,57.0,57.0,57.0
