Column header,Document ID,Document,Count,Mean,Mode,Median,Standard deviation,Minimum,Maximum,Skewness,Kurtosis,25% quantile,50% quantile,75% quantile
Number of Syllables in Document,428,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.4.4.2-Expiration_of_Construction_Documents_Approval_by_Fire_Code_Official_When_No_Building_Permit_Issued..txt"")",362,362.0,362,362.0,,362,362,,,362.0,362.0,362.0
Number of Syllables in Document,429,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.4.6-Retention_of_Construction_Documents..txt"")",128,128.0,128,128.0,,128,128,,,128.0,128.0,128.0
Number of Syllables in Document,430,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.1.1-Activities_in_Hazardous_Fire_Areas..txt"")",43,43.0,43,43.0,,43,43,,,43.0,43.0,43.0
Number of Syllables in Document,431,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.14-Explosives..txt"")",338,338.0,338,338.0,,338,338,,,338.0,338.0,338.0
Number of Syllables in Document,432,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.16-Flammable_and_Combustible_Liquids..txt"")",202,202.0,202,202.0,,202,202,,,202.0,202.0,202.0
Number of Syllables in Document,433,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.20-Hazardous_Materials..txt"")",108,108.0,108,108.0,,108,108,,,108.0,108.0,108.0
Number of Syllables in Document,434,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.22-High-piled_Combustible_Storage..txt"")",122,122.0,122,122.0,,122,122,,,122.0,122.0,122.0
Number of Syllables in Document,435,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.27-LP-gas..txt"")",281,281.0,281,281.0,,281,281,,,281.0,281.0,281.0
Number of Syllables in Document,436,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.29.1-Model_Rockets..txt"")",64,64.0,64,64.0,,64,64,,,64.0,64.0,64.0
Number of Syllables in Document,437,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.3.1-Battery_System..txt"")",55,55.0,55,55.0,,55,55,,,55.0,55.0,55.0
Number of Syllables in Document,438,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.3.2-Bonfires_or_Rubbish_Fires..txt"")",49,49.0,49,49.0,,49,49,,,49.0,49.0,49.0
Number of Syllables in Document,439,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.33.1-Pallet_Yards..txt"")",51,51.0,51,51.0,,51,51,,,51.0,51.0,51.0
Number of Syllables in Document,440,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.33.2-Parade_Floats..txt"")",48,48.0,48,48.0,,48,48,,,48.0,48.0,48.0
Number of Syllables in Document,441,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.34.1-Private_Fire_Fighting_Resources..txt"")",75,75.0,75,75.0,,75,75,,,75.0,75.0,75.0
Number of Syllables in Document,442,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.36-Pyrotechnic_Special_Effects_Material..txt"")",73,73.0,73,73.0,,73,73,,,73.0,73.0,73.0
Number of Syllables in Document,443,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.37.1-Recreational_Fire..txt"")",50,50.0,50,50.0,,50,50,,,50.0,50.0,50.0
Number of Syllables in Document,444,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.39.1-Rifle_Range..txt"")",32,32.0,32,32.0,,32,32,,,32.0,32.0,32.0
Number of Syllables in Document,445,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.43.1-Temporary_Sales_Lots..txt"")",36,36.0,36,36.0,,36,36,,,36.0,36.0,36.0
Number of Syllables in Document,446,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.47-Additional_Permits..txt"")",586,586.0,586,586.0,,586,586,,,586.0,586.0,586.0
Number of Syllables in Document,447,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.6.9-Covered_and_Open_Mall_Buildings..txt"")",100,100.0,100,100.0,,100,100,,,100.0,100.0,100.0
Number of Syllables in Document,448,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.7.10.1-Land_Development_Plan_Review..txt"")",112,112.0,112,112.0,,112,112,,,112.0,112.0,112.0
Number of Syllables in Document,449,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.7.11-LP-Gas..txt"")",40,40.0,40,40.0,,40,40,,,40.0,40.0,40.0
Number of Syllables in Document,450,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.7.12.1-Roof_Gardens_and_Landscaped_Roofs..txt"")",45,45.0,45,45.0,,45,45,,,45.0,45.0,45.0
Number of Syllables in Document,451,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.7.13-Solar_Photovoltaic_Power_Systems..txt"")",50,50.0,50,50.0,,50,50,,,50.0,50.0,50.0
Number of Syllables in Document,452,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-105.7.8.1-Fuel_Modification_Plan_Review..txt"")",61,61.0,61,61.0,,61,61,,,61.0,61.0,61.0
Number of Syllables in Document,453,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-107.6-Occupant_Count..txt"")",145,145.0,145,145.0,,145,145,,,145.0,145.0,145.0
Number of Syllables in Document,454,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-108-APPEALS.txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Syllables in Document,455,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-108.1-Appeals_Process..txt"")",355,355.0,355,355.0,,355,355,,,355.0,355.0,355.0
Number of Syllables in Document,456,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-108.2-Limitations_on_Authority..txt"")",148,148.0,148,148.0,,148,148,,,148.0,148.0,148.0
Number of Syllables in Document,457,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-108.3-Qualifications..txt"")",50,50.0,50,50.0,,50,50,,,50.0,50.0,50.0
Number of Syllables in Document,458,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-109.4-Violation_Penalties..txt"")",213,213.0,213,213.0,,213,213,,,213.0,213.0,213.0
Number of Syllables in Document,459,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-109.4.1-Abatement_of_Violation..txt"")",162,162.0,162,162.0,,162,162,,,162.0,162.0,162.0
Number of Syllables in Document,460,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-109.5-Responsibility_for_Fire_Suppression_and_Related_Costs..txt"")",459,459.0,459,459.0,,459,459,,,459.0,459.0,459.0
Number of Syllables in Document,461,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-109.5.1-Responsibility_for_Costs_for_Emergency_Response_Related_to_Hazardous_Substances..txt"")",316,316.0,316,316.0,,316,316,,,316.0,316.0,316.0
Number of Syllables in Document,462,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-110.1.1-Unsafe_Conditions..txt"")",164,164.0,164,164.0,,164,164,,,164.0,164.0,164.0
Number of Syllables in Document,463,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-1103.2-Emergency_Responder_Radio_Coverage_in_Existing_Buildings..txt"")",198,198.0,198,198.0,,198,198,,,198.0,198.0,198.0
Number of Syllables in Document,464,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-1104.16.7-Maintenance..txt"")",34,34.0,34,34.0,,34,34,,,34.0,34.0,34.0
Number of Syllables in Document,465,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-1105.1-Tire_Storage_Yards..txt"")",40,40.0,40,40.0,,40,40,,,40.0,40.0,40.0
Number of Syllables in Document,466,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-1105.1.1-Access_to_Piles..txt"")",48,48.0,48,48.0,,48,48,,,48.0,48.0,48.0
Number of Syllables in Document,467,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-1105.1.2-Location_Within_Piles..txt"")",49,49.0,49,49.0,,49,49,,,49.0,49.0,49.0
Number of Syllables in Document,468,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-111.1-Order..txt"")",134,134.0,134,134.0,,134,134,,,134.0,134.0,134.0
Number of Syllables in Document,469,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-111.4-Failure_to_Comply..txt"")",108,108.0,108,108.0,,108,108,,,108.0,108.0,108.0
Number of Syllables in Document,470,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2007.10-Helistops_in_Fire_Hazard_Severity_Zones..txt"")",15,15.0,15,15.0,,15,15,,,15.0,15.0,15.0
Number of Syllables in Document,471,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2007.10.1-Surface..txt"")",55,55.0,55,55.0,,55,55,,,55.0,55.0,55.0
Number of Syllables in Document,472,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2007.10.2-Hydrant..txt"")",43,43.0,43,43.0,,43,43,,,43.0,43.0,43.0
Number of Syllables in Document,473,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2007.10.3-Access..txt"")",45,45.0,45,45.0,,45,45,,,45.0,45.0,45.0
Number of Syllables in Document,474,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2007.9-Helistops_for_High-Rise_Buildings..txt"")",76,76.0,76,76.0,,76,76,,,76.0,76.0,76.0
Number of Syllables in Document,475,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-202-GENERAL_DEFINITIONS.txt"")",2113,2113.0,2113,2113.0,,2113,2113,,,2113.0,2113.0,2113.0
Number of Syllables in Document,476,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2108.5-Smoking..txt"")",49,49.0,49,49.0,,49,49,,,49.0,49.0,49.0
Number of Syllables in Document,477,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2204.2-Separators..txt"")",68,68.0,68,68.0,,68,68,,,68.0,68.0,68.0
Number of Syllables in Document,478,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2204.3-Dust_Collection..txt"")",71,71.0,71,71.0,,71,71,,,71.0,71.0,71.0
Number of Syllables in Document,479,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2204.4-Electrical_Grounding..txt"")",154,154.0,154,154.0,,154,154,,,154.0,154.0,154.0
Number of Syllables in Document,480,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2404.4-Fire_Protection..txt"")",121,121.0,121,121.0,,121,121,,,121.0,121.0,121.0
Number of Syllables in Document,481,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2408.5-Sources_of_Ignition..txt"")",79,79.0,79,79.0,,79,79,,,79.0,79.0,79.0
Number of Syllables in Document,482,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2504.6-Smoking..txt"")",41,41.0,41,41.0,,41,41,,,41.0,41.0,41.0
Number of Syllables in Document,483,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2602.1-Definitions..txt"")",39,39.0,39,39.0,,39,39,,,39.0,39.0,39.0
Number of Syllables in Document,484,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2803.3.3-Combustible_Waste..txt"")",44,44.0,44,44.0,,44,44,,,44.0,44.0,44.0
Number of Syllables in Document,485,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2810-STORAGE_OF_COMBUSTIBLE_IDLE_PALLETS.txt"")",13,13.0,13,13.0,,13,13,,,13.0,13.0,13.0
Number of Syllables in Document,486,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2810.1-General..txt"")",26,26.0,26,26.0,,26,26,,,26.0,26.0,26.0
Number of Syllables in Document,487,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2810.2-Storage_Location..txt"")",45,45.0,45,45.0,,45,45,,,45.0,45.0,45.0
Number of Syllables in Document,488,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2810.3-Indoor_Storage..txt"")",99,99.0,99,99.0,,99,99,,,99.0,99.0,99.0
Number of Syllables in Document,489,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2810.4-Outdoor_Storage..txt"")",236,236.0,236,236.0,,236,236,,,236.0,236.0,236.0
Number of Syllables in Document,490,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2810.5-Outdoor_Pile_Dimensions..txt"")",82,82.0,82,82.0,,82,82,,,82.0,82.0,82.0
Number of Syllables in Document,491,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-2810.6-Fire_Department_Access..txt"")",35,35.0,35,35.0,,35,35,,,35.0,35.0,35.0
Number of Syllables in Document,492,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-301.2-Permits..txt"")",44,44.0,44,44.0,,44,44,,,44.0,44.0,44.0
Number of Syllables in Document,493,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-304.1.1-Waste_Material..txt"")",102,102.0,102,102.0,,102,102,,,102.0,102.0,102.0
Number of Syllables in Document,494,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-304.1.2-Vegetation..txt"")",90,90.0,90,90.0,,90,90,,,90.0,90.0,90.0
Number of Syllables in Document,495,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-304.2.1-Removal..txt"")",98,98.0,98,98.0,,98,98,,,98.0,98.0,98.0
Number of Syllables in Document,496,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-306.2.1-Fire_Extinguishers..txt"")",65,65.0,65,65.0,,65,65,,,65.0,65.0,65.0
Number of Syllables in Document,497,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-306.2.2-Smoking..txt"")",55,55.0,55,55.0,,55,55,,,55.0,55.0,55.0
Number of Syllables in Document,498,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-306.2.3-Projection_Equipment..txt"")",30,30.0,30,30.0,,30,30,,,30.0,30.0,30.0
Number of Syllables in Document,499,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-307.2.1-Authorization..txt"")",102,102.0,102,102.0,,102,102,,,102.0,102.0,102.0
Number of Syllables in Document,500,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-307.6-Open_Fires..txt"")",340,340.0,340,340.0,,340,340,,,340.0,340.0,340.0
Number of Syllables in Document,501,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-307.7-Designated_Open_Fire_Areas..txt"")",150,150.0,150,150.0,,150,150,,,150.0,150.0,150.0
Number of Syllables in Document,502,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-308.1.4-Deleted..txt"")",7,7.0,7,7.0,,7,7,,,7.0,7.0,7.0
Number of Syllables in Document,503,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-308.1.6.1.1-Floating_Luminary_Use..txt"")",135,135.0,135,135.0,,135,135,,,135.0,135.0,135.0
Number of Syllables in Document,504,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3104.21-Combustible_Vegetation..txt"")",161,161.0,161,161.0,,161,161,,,161.0,161.0,161.0
Number of Syllables in Document,505,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-311.5-Placards..txt"")",69,69.0,69,69.0,,69,69,,,69.0,69.0,69.0
Number of Syllables in Document,506,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-315.3.2.1-Storage_Under_Stairways..txt"")",72,72.0,72,72.0,,72,72,,,72.0,72.0,72.0
Number of Syllables in Document,507,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-316.6.1-Structures..txt"")",193,193.0,193,193.0,,193,193,,,193.0,193.0,193.0
Number of Syllables in Document,508,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-319—323.-Reserved..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Syllables in Document,509,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3201.2-Permits..txt"")",114,114.0,114,114.0,,114,114,,,114.0,114.0,114.0
Number of Syllables in Document,510,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3206.7.1-Types_of_Vents..txt"")",266,266.0,266,266.0,,266,266,,,266.0,266.0,266.0
Number of Syllables in Document,511,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-3208.2.2-Racks_with_Solid_Shelving..txt"")",112,112.0,112,112.0,,112,112,,,112.0,112.0,112.0
Number of Syllables in Document,512,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324-PARADE_FLOATS.txt"")",4,4.0,4,4.0,,4,4,,,4.0,4.0,4.0
Number of Syllables in Document,513,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324.1-Permit..txt"")",46,46.0,46,46.0,,46,46,,,46.0,46.0,46.0
Number of Syllables in Document,514,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324.2-Decorative_Material..txt"")",71,71.0,71,71.0,,71,71,,,71.0,71.0,71.0
Number of Syllables in Document,515,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-324.3-Fire_Protection..txt"")",57,57.0,57,57.0,,57,57,,,57.0,57.0,57.0
Number of Syllables in Document,516,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325-CLEARANCE_OF_BRUSH_AND_VEGETATIVE_GROWTH.txt"")",11,11.0,11,11.0,,11,11,,,11.0,11.0,11.0
Number of Syllables in Document,517,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1-Electrical_transmission_lines..txt"")",8,8.0,8,8.0,,8,8,,,8.0,8.0,8.0
Number of Syllables in Document,518,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1.1-Support_clearance..txt"")",271,271.0,271,271.0,,271,271,,,271.0,271.0,271.0
Number of Syllables in Document,519,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1.2-Line_clearance..txt"")",271,271.0,271,271.0,,271,271,,,271.0,271.0,271.0
Number of Syllables in Document,520,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.1.3-Self-supporting_aerial_cable..txt"")",181,181.0,181,181.0,,181,181,,,181.0,181.0,181.0
Number of Syllables in Document,521,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.10-Roadway_clearance..txt"")",265,265.0,265,265.0,,265,265,,,265.0,265.0,265.0
Number of Syllables in Document,522,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.2-Structures..txt"")",3,3.0,3,3.0,,3,3,,,3.0,3.0,3.0
Number of Syllables in Document,523,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.2.1-Clearances..txt"")",709,709.0,709,709.0,,709,709,,,709.0,709.0,709.0
Number of Syllables in Document,524,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.2.2-Extra_hazard..txt"")",199,199.0,199,199.0,,199,199,,,199.0,199.0,199.0
Number of Syllables in Document,525,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3-Notice_to_correct..txt"")",6,6.0,6,6.0,,6,6,,,6.0,6.0,6.0
Number of Syllables in Document,526,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.1-Contents_of_notice..txt"")",65,65.0,65,65.0,,65,65,,,65.0,65.0,65.0
Number of Syllables in Document,527,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.2-Compliance_with_findings..txt"")",167,167.0,167,167.0,,167,167,,,167.0,167.0,167.0
Number of Syllables in Document,528,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.3-Correction_by_fire_code_official_or_commissioner..txt"")",133,133.0,133,133.0,,133,133,,,133.0,133.0,133.0
Number of Syllables in Document,529,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.4-Notice_of_failure_to_correct..txt"")",211,211.0,211,211.0,,211,211,,,211.0,211.0,211.0
Number of Syllables in Document,530,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.5-Mailing_notice..txt"")",530,530.0,530,530.0,,530,530,,,530.0,530.0,530.0
Number of Syllables in Document,531,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.6-Posting_of_notice..txt"")",144,144.0,144,144.0,,144,144,,,144.0,144.0,144.0
Number of Syllables in Document,532,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Municode/LA transfer/10-05-2015_Codes/Title_32-FIRE_CODE*-325.3.7-Publication_of_notice..txt"")",84,84.0,84,84.0,,84,84,,,84.0,84.0,84.0
